#START
2000      1         1         0         0         0         0         -0.27     0.0       0.0       -398.35   0.0       0.0       6.249     77843.97
2000      1         1         0         1         0         0         -0.58     0.0       0.0       -400.5    0.0       0.0       6.249     77843.97
2000      1         1         0         2         0         0         -0.76     0.0       -0.31     -402.05   0.0       0.0       6.249     77843.97
2000      1         1         0         3         0         0         -0.76     0.1       -0.53     -402.2    0.0       0.0       6.249     77843.97
2000      1         1         0         4         0         0         -0.78     0.13      -1.09     -404.05   0.0       0.0       6.249     77843.97
2000      1         1         0         5         0         0         -0.78     0.14      -1.77     -404.05   0.0       0.0       6.249     77843.97
2000      1         1         0         6         0         0         -0.87     0.15      -2.06     -405.2    0.0       0.0       6.249     77843.97
2000      1         1         0         7         0         0         -1.13     0.21      -2.06     -405.8    0.0       0.0       6.249     77843.97
2000      1         1         0         8         0         0         -1.13     0.18      -2.63     -406.6    0.0       0.0       6.249     77843.97
2000      1         1         0         9         0         0         -1.3      0.21      -2.94     -408.4    0.0       0.0       6.249     77843.97
2000      1         1         0         10        0         0         -1.3      0.35      -2.94     -408.4    0.0       0.0       6.249     77843.97
2000      1         1         0         11        0         0         -1.3      0.21      -3.06     -408.4    0.0       0.0       6.249     77843.97
2000      1         1         0         12        0         0         -1.61     0.21      -3.19     -409.8    0.0       0.0       6.249     77843.97
2000      1         1         0         13        0         0         -1.61     0.35      -3.19     -408.4    0.0       0.0       6.249     77843.97
2000      1         1         0         14        0         0         -1.61     0.21      -3.19     -409.8    0.0       0.0       6.249     77843.97
2000      1         1         0         15        0         0         -1.65     0.21      -3.41     -409.9    0.0       0.0       6.249     77843.97
2000      1         1         0         16        0         0         -1.65     0.35      -3.41     -409.9    0.0       0.0       6.249     77843.97
2000      1         1         0         17        0         0         -1.65     0.35      -3.53     -410.35   0.0       0.0       6.249     77843.97
2000      1         1         0         18        0         0         -1.61     0.21      -3.41     -410.35   0.0       0.0       6.249     77843.97
2000      1         1         0         19        0         0         -1.48     0.18      -3.41     -410.35   0.0       0.0       6.249     77843.97
2000      1         1         0         20        0         0         -1.48     0.16      -3.41     -411.8    0.0       0.0       6.249     77843.97
2000      1         1         0         21        0         0         -1.48     0.08      -2.58     -410.35   0.0       0.0       6.249     77843.97
2000      1         1         0         22        0         0         -1.39     -0.02     -2.58     -411.8    0.0       0.0       6.249     77843.97
2000      1         1         0         23        0         0         -1.39     -0.02     -2.58     -412.1    0.0       0.0       6.249     77843.97
2000      1         1         0         24        0         0         -1.44     -0.02     -2.46     -411.8    0.0       0.0       6.249     77843.97
2000      1         1         0         25        0         0         -1.39     -0.04     -2.46     -411.8    0.0       0.0       6.249     77843.97
2000      1         1         0         26        0         0         -1.39     -0.04     -2.46     -411.8    0.0       0.0       6.249     77843.97
2000      1         1         0         27        0         0         -1.39     -0.04     -2.44     -410.35   0.0       0.0       6.249     77843.97
2000      1         1         0         28        0         0         -1.21     -0.05     -2.46     -410.35   0.0       0.0       6.249     77843.97
2000      1         1         0         29        0         0         -1.21     -0.04     -2.58     -408.6    0.0       0.0       6.249     77843.97
2000      1         1         0         30        0         0         -1.21     -0.04     -2.46     -408.45   0.0       0.0       6.249     77843.97
2000      1         1         0         31        0         0         -1.18     -0.04     -2.44     -406.3    0.0       0.0       5.945884  77522.734
2000      1         1         0         32        0         0         -1.21     -0.02     -2.44     -406.3    0.0       0.0       5.9176416  77595.195
2000      1         1         0         33        0         0         -1.14     0.09      -2.58     -406.3    0.0       0.0       5.914484  75800.17
2000      1         1         0         34        0         0         -1.21     0.22      -3.18     -406.3    0.0       0.0       5.870782  74494.28
2000      1         1         0         35        0         0         -1.21     0.37      -2.44     -406.3    0.0       0.0       5.919401  70861.39
2000      1         1         0         36        0         0         -1.14     0.4       -2.56     -406.3    0.0       0.0       5.9160447  68367.34
2000      1         1         0         37        0         0         -1.21     0.42      -2.94     -406.3    0.0       0.0       6.0092363  66709.664
2000      1         1         0         38        0         0         -1.27     0.45      -2.67     -406.3    0.0       0.0       6.0655556  63619.254
2000      1         1         0         39        0         0         -1.14     0.49      -2.67     -406.3    0.0       0.0       6.1868553  61730.73
2000      1         1         0         40        0         0         -1.14     0.75      -2.94     -406.3    0.0       0.0       6.1606803  60213.848
2000      1         1         0         41        0         0         -1.27     0.94      -2.67     -407.75   0.0       0.0       6.225682  59396.74
2000      1         1         0         42        0         0         -1.27     0.94      -2.67     -408.25   0.0       0.0       6.2399797  58011.668
2000      1         1         0         43        0         0         -1.42     1.06      -2.56     -408.25   0.0       0.0       6.1871295  57493.684
2000      1         1         0         44        0         0         -1.42     1.36      -2.35     -407.75   0.0       0.0       6.2452946  57116.844
2000      1         1         0         45        0         0         -1.42     1.36      -2.35     -407.75   0.0       0.0       6.275233  56953.234
2000      1         1         0         46        0         0         -1.42     1.36      -2.56     -407.75   0.0       0.0       6.318648  56466.746
2000      1         1         0         47        0         0         -1.27     1.06      -2.56     -407.75   0.0       0.0       6.327963  56425.07
2000      1         1         0         48        0         0         -1.27     1.06      -2.56     -407.75   0.0       0.0       6.2868505  56239.223
2000      1         1         0         49        0         0         -1.27     0.94      -2.56     -406.85   0.0       0.0       6.243112  56178.793
2000      1         1         0         50        0         0         -1.27     0.75      -2.67     -406.1    0.0       0.0       6.20289   56176.895
2000      1         1         0         51        0         0         -1.35     0.94      -2.68     -406.1    0.0       0.0       6.088518  56179.453
2000      1         1         0         52        0         0         -1.42     0.94      -2.68     -405.0    0.0       0.0       5.9800797  56192.13
2000      1         1         0         53        0         0         -1.35     0.75      -2.72     -406.1    0.0       0.0       5.8912516  56057.406
2000      1         1         0         54        0         0         -1.35     0.75      -2.72     -405.0    0.0       0.0       5.8207474  55997.965
2000      1         1         0         55        0         0         -1.42     0.71      -2.68     -404.0    0.0       0.0       5.763156  56038.406
2000      1         1         0         56        0         0         -1.35     0.7       -2.68     -403.6    0.0       0.0       5.731722  56219.902
2000      1         1         0         57        0         0         -1.26     0.32      -2.68     -403.2    0.0       0.0       5.6983104  56157.59
2000      1         1         0         58        0         0         -1.26     0.32      -2.68     -403.0    0.0       0.0       5.69089   56226.76
2000      1         1         0         59        0         0         -1.24     0.3       -2.68     -401.7    0.0       0.0       5.6749125  56275.066
2000      1         1         1         0         0         0         -1.24     0.32      -2.68     -401.7    0.0       0.0       5.6765895  56212.984
2000      1         1         1         1         0         0         -1.26     0.3       -2.61     -401.7    0.0       0.0       5.6807275  56206.953
2000      1         1         1         2         0         0         -1.24     0.32      -2.56     -401.7    0.0       0.0       5.6736693  56380.973
2000      1         1         1         3         0         0         -1.35     0.32      -2.54     -400.85   0.0       0.0       5.6692    56416.668
2000      1         1         1         4         0         0         -1.24     0.7       -2.27     -400.1    0.0       0.0       5.685406  56353.176
2000      1         1         1         5         0         0         -1.05     0.77      -2.0      -400.1    0.0       0.0       5.6743283  56310.6 
2000      1         1         1         6         0         0         -1.05     0.77      -1.87     -400.1    0.0       0.0       5.6780467  56451.01
2000      1         1         1         7         0         0         -1.02     0.7       -1.87     -400.1    0.0       0.0       5.6920476  56521.77
2000      1         1         1         8         0         0         -0.96     0.77      -1.87     -400.1    0.0       0.0       5.6989384  56700.375
2000      1         1         1         9         0         0         -1.02     0.7       -1.77     -397.6    0.0       0.0       5.695596  56997.32
2000      1         1         1         10        0         0         -0.9      0.59      -1.77     -397.6    0.0       0.0       5.704151  57264.484
2000      1         1         1         11        0         0         -0.89     0.59      -1.77     -400.85   0.0       0.0       5.7071757  57529.383
2000      1         1         1         12        0         0         -0.9      0.59      -1.77     -397.6    0.0       0.0       5.7047567  57808.637
2000      1         1         1         13        0         0         -0.9      0.59      -1.87     -397.6    0.0       0.0       5.703899  58078.586
2000      1         1         1         14        0         0         -0.89     0.77      -2.06     -401.95   0.0       0.0       5.708195  58130.96
2000      1         1         1         15        0         0         -1.02     0.77      -2.06     -399.75   0.0       0.0       5.725795  58128.617
2000      1         1         1         16        0         0         -1.02     0.77      -2.06     -397.6    0.0       0.0       5.731944  58234.965
2000      1         1         1         17        0         0         -1.02     0.77      -2.06     -397.6    0.0       0.0       5.7417626  58290.863
2000      1         1         1         18        0         0         -1.02     0.73      -2.07     -395.65   0.0       0.0       5.7578173  58389.316
2000      1         1         1         19        0         0         -0.89     0.73      -2.29     -399.75   0.0       0.0       5.771923  58366.465
2000      1         1         1         20        0         0         -1.02     0.73      -2.29     -399.75   0.0       0.0       5.7785854  58174.27
2000      1         1         1         21        0         0         -0.89     0.59      -2.29     -399.75   0.0       0.0       5.7854156  58022.824
2000      1         1         1         22        0         0         -0.89     0.59      -2.29     -399.75   0.0       0.0       5.792222  57924.98
2000      1         1         1         23        0         0         -0.9      0.55      -2.29     -392.2    0.0       0.0       5.795407  57834.008
2000      1         1         1         24        0         0         -0.89     0.59      -2.33     -391.1    0.0       0.0       5.7942595  57792.266
2000      1         1         1         25        0         0         -0.89     0.62      -2.29     -391.1    0.0       0.0       5.8018303  57541.32
2000      1         1         1         26        0         0         -0.9      0.73      -2.19     -391.1    0.0       0.0       5.792756  57244.473
2000      1         1         1         27        0         0         -0.9      0.73      -2.33     -391.1    0.0       0.0       5.779149  56942.953
2000      1         1         1         28        0         0         -0.9      0.86      -2.33     -392.6    0.0       0.0       5.7798233  56642.652
2000      1         1         1         29        0         0         -1.02     0.86      -2.19     -390.4    0.0       0.0       5.77791   56270.14
2000      1         1         1         30        0         0         -1.02     0.86      -2.19     -390.4    0.0       0.0       5.769503  55878.984
2000      1         1         1         31        0         0         -1.25     0.88      -2.14     -390.4    0.0       0.0       5.7562065  55412.08
2000      1         1         1         32        0         0         -1.25     0.88      -2.14     -390.4    0.0       0.0       5.739082  54865.12
2000      1         1         1         33        0         0         -1.4      1.12      -2.19     -391.1    0.0       0.0       5.7228765  54392.188
2000      1         1         1         34        0         0         -1.4      1.48      -2.14     -390.4    0.0       0.0       5.70214   53750.105
2000      1         1         1         35        0         0         -1.35     1.12      -2.14     -390.4    0.0       0.0       5.6805987  53312.906
2000      1         1         1         36        0         0         -1.35     1.48      -2.14     -390.4    0.0       0.0       5.6735296  52912.99
2000      1         1         1         37        0         0         -1.35     1.54      -2.05     -390.4    0.0       0.0       5.6667104  52549.43
2000      1         1         1         38        0         0         -1.35     1.54      -2.03     -390.4    0.0       0.0       5.649044  52148.33
2000      1         1         1         39        0         0         -1.35     1.56      -2.02     -391.1    0.0       0.0       5.6194487  51633.99
