File created on 2024-11-20T10:13:26.464612
File created on 2023-11-22T15:48:50.723579
Data obtained via superposed epoch analysis performed by Katus et al. [2015] (https://doi.org/10.1002/2014JA020712)
#COOR
GSM


#START
2000 01 01 00 00 00 000       -0.27       0.00       0.00    -398.24       0.00       0.00       4.11   32494.00
2000 01 01 00 01 00 000       -0.58       0.00       0.00    -400.39       0.00       0.00       4.11   34814.00
2000 01 01 00 02 00 000       -0.76       0.00      -0.31    -401.94       0.00       0.00       4.11   34814.00
2000 01 01 00 03 00 000       -0.76       0.10      -0.53    -402.09       0.00       0.00       4.26   34859.00
2000 01 01 00 04 00 000       -0.78       0.13      -1.09    -403.94       0.00       0.00       4.26   37463.00
2000 01 01 00 05 00 000       -0.78       0.14      -1.77    -403.94       0.00       0.00       4.26   37463.00
2000 01 01 00 06 00 000       -0.87       0.15      -2.06    -405.09       0.00       0.00       4.32   39566.00
2000 01 01 00 07 00 000       -1.13       0.21      -2.06    -405.69       0.00       0.00       4.32   43187.00
2000 01 01 00 08 00 000       -1.13       0.18      -2.63    -406.49       0.00       0.00       4.36   43365.00
2000 01 01 00 09 00 000       -1.30       0.21      -2.94    -408.29       0.00       0.00       4.43   45774.50
2000 01 01 00 10 00 000       -1.30       0.35      -2.94    -408.29       0.00       0.00       4.36   43365.00
2000 01 01 00 11 00 000       -1.30       0.21      -3.06    -408.29       0.00       0.00       4.43   45774.50
2000 01 01 00 12 00 000       -1.61       0.21      -3.19    -409.69       0.00       0.00       4.43   46086.00
2000 01 01 00 13 00 000       -1.61       0.35      -3.19    -408.29       0.00       0.00       4.36   45774.50
2000 01 01 00 14 00 000       -1.61       0.21      -3.19    -409.69       0.00       0.00       4.43   46086.00
2000 01 01 00 15 00 000       -1.65       0.21      -3.41    -409.79       0.00       0.00       4.64   47303.00
2000 01 01 00 16 00 000       -1.65       0.35      -3.41    -409.79       0.00       0.00       4.36   47303.00
2000 01 01 00 17 00 000       -1.65       0.35      -3.53    -410.24       0.00       0.00       4.68   49067.50
2000 01 01 00 18 00 000       -1.61       0.21      -3.41    -410.23       0.00       0.00       4.68   49067.50
2000 01 01 00 19 00 000       -1.48       0.18      -3.41    -410.23       0.00       0.00       4.68   53491.00
2000 01 01 00 20 00 000       -1.48       0.16      -3.41    -411.68       0.00       0.00       4.68   55633.00
2000 01 01 00 21 00 000       -1.48       0.08      -2.58    -410.23       0.00       0.00       4.68   55633.00
2000 01 01 00 22 00 000       -1.39      -0.02      -2.58    -411.68       0.00       0.00       4.68   57004.00
2000 01 01 00 23 00 000       -1.39      -0.02      -2.58    -411.98       0.00       0.00       4.68   57462.00
2000 01 01 00 24 00 000       -1.44      -0.02      -2.46    -411.68       0.00       0.00       4.42   57462.00
2000 01 01 00 25 00 000       -1.39      -0.04      -2.46    -411.68       0.00       0.00       4.68   57462.00
2000 01 01 00 26 00 000       -1.39      -0.04      -2.46    -411.68       0.00       0.00       4.68   57617.00
2000 01 01 00 27 00 000       -1.39      -0.04      -2.44    -410.23       0.00       0.00       4.42   57462.00
2000 01 01 00 28 00 000       -1.21      -0.05      -2.46    -410.23       0.00       0.00       4.56   57462.00
2000 01 01 00 29 00 000       -1.21      -0.04      -2.58    -408.48       0.00       0.00       4.56   57617.00
2000 01 01 00 30 00 000       -1.21      -0.04      -2.46    -408.33       0.00       0.00       4.42   57462.00
2000 01 01 00 31 00 000       -1.18      -0.04      -2.44    -406.18       0.00       0.00       4.56   57462.00
2000 01 01 00 32 00 000       -1.21      -0.02      -2.44    -406.18       0.00       0.00       4.42   57462.00
2000 01 01 00 33 00 000       -1.14       0.09      -2.58    -406.18       0.00       0.00       4.56   57462.00
2000 01 01 00 34 00 000       -1.21       0.22      -3.18    -406.18       0.00       0.00       4.67   57617.00
2000 01 01 00 35 00 000       -1.21       0.37      -2.44    -406.18       0.00       0.00       4.56   57617.00
2000 01 01 00 36 00 000       -1.14       0.40      -2.56    -406.18       0.00       0.00       4.56   57617.00
2000 01 01 00 37 00 000       -1.21       0.42      -2.94    -406.18       0.00       0.00       4.67   57848.00
2000 01 01 00 38 00 000       -1.27       0.45      -2.67    -406.18       0.00       0.00       4.56   57617.00
2000 01 01 00 39 00 000       -1.14       0.49      -2.67    -406.18       0.00       0.00       4.56   57053.00
2000 01 01 00 40 00 000       -1.14       0.75      -2.94    -406.18       0.00       0.00       4.56   57848.00
2000 01 01 00 41 00 000       -1.27       0.94      -2.67    -407.63       0.00       0.00       4.43   57848.00
2000 01 01 00 42 00 000       -1.27       0.94      -2.67    -408.13       0.00       0.00       4.43   59238.00
2000 01 01 00 43 00 000       -1.42       1.06      -2.56    -408.13       0.00       0.00       4.43   78916.50
2000 01 01 00 44 00 000       -1.42       1.36      -2.35    -407.63       0.00       0.00       4.33   74118.00
2000 01 01 00 45 00 000       -1.42       1.36      -2.35    -407.63       0.00       0.00       4.43   74118.00
2000 01 01 00 46 00 000       -1.42       1.36      -2.56    -407.63       0.00       0.00       4.43   78916.50
2000 01 01 00 47 00 000       -1.27       1.06      -2.56    -407.63       0.00       0.00       4.43   74118.00
2000 01 01 00 48 00 000       -1.27       1.06      -2.56    -407.63       0.00       0.00       4.43   78916.50
2000 01 01 00 49 00 000       -1.27       0.94      -2.56    -406.73       0.00       0.00       4.39   75464.00
2000 01 01 00 50 00 000       -1.27       0.75      -2.67    -405.97       0.00       0.00       4.43   75464.00
2000 01 01 00 51 00 000       -1.35       0.94      -2.68    -405.97       0.00       0.00       4.44   76552.00
2000 01 01 00 52 00 000       -1.42       0.94      -2.68    -404.87       0.00       0.00       4.44   75464.00
2000 01 01 00 53 00 000       -1.35       0.75      -2.72    -405.97       0.00       0.00       4.99   75464.00
2000 01 01 00 54 00 000       -1.35       0.75      -2.72    -404.87       0.00       0.00       5.08   76552.00
2000 01 01 00 55 00 000       -1.42       0.71      -2.68    -403.87       0.00       0.00       4.99   75464.00
2000 01 01 00 56 00 000       -1.35       0.70      -2.68    -403.47       0.00       0.00       5.09   74118.00
2000 01 01 00 57 00 000       -1.26       0.32      -2.68    -403.07       0.00       0.00       5.09   74118.00
2000 01 01 00 58 00 000       -1.26       0.32      -2.68    -402.87       0.00       0.00       5.09   68452.50
2000 01 01 00 59 00 000       -1.24       0.30      -2.68    -401.57       0.00       0.00       5.09   65080.50
2000 01 01 01 00 00 000       -1.24       0.32      -2.68    -401.57       0.00       0.00       5.09   68452.50
2000 01 01 01 01 00 000       -1.26       0.30      -2.61    -401.57       0.00       0.00       4.83   65080.50
2000 01 01 01 02 00 000       -1.24       0.32      -2.56    -401.57       0.00       0.00       5.09   68452.50
2000 01 01 01 03 00 000       -1.35       0.32      -2.54    -400.72       0.00       0.00       4.83   68452.50
2000 01 01 01 04 00 000       -1.24       0.70      -2.27    -399.97       0.00       0.00       4.83   65080.50
2000 01 01 01 05 00 000       -1.05       0.77      -2.00    -399.97       0.00       0.00       4.64   68452.50
2000 01 01 01 06 00 000       -1.05       0.77      -1.87    -399.97       0.00       0.00       4.63   68452.50
2000 01 01 01 07 00 000       -1.02       0.70      -1.87    -399.97       0.00       0.00       4.54   68452.50
2000 01 01 01 08 00 000       -0.96       0.77      -1.87    -399.97       0.00       0.00       4.52   69039.00
2000 01 01 01 09 00 000       -1.02       0.70      -1.77    -397.47       0.00       0.00       4.47   68452.50
2000 01 01 01 10 00 000       -0.90       0.59      -1.77    -397.47       0.00       0.00       4.47   65080.50
2000 01 01 01 11 00 000       -0.89       0.59      -1.77    -400.72       0.00       0.00       4.47   69039.00
2000 01 01 01 12 00 000       -0.90       0.59      -1.77    -397.47       0.00       0.00       4.47   65080.50
2000 01 01 01 13 00 000       -0.90       0.59      -1.87    -397.47       0.00       0.00       4.50   64004.00
2000 01 01 01 14 00 000       -0.89       0.77      -2.06    -401.82       0.00       0.00       4.52   69039.00
2000 01 01 01 15 00 000       -1.02       0.77      -2.06    -399.62       0.00       0.00       4.54   68193.00
2000 01 01 01 16 00 000       -1.02       0.77      -2.06    -397.47       0.00       0.00       4.64   68193.00
2000 01 01 01 17 00 000       -1.02       0.77      -2.06    -397.47       0.00       0.00       4.54   68193.00
2000 01 01 01 18 00 000       -1.02       0.73      -2.07    -395.52       0.00       0.00       4.54   64004.00
2000 01 01 01 19 00 000       -0.89       0.73      -2.29    -399.62       0.00       0.00       4.54   68193.00
2000 01 01 01 20 00 000       -1.02       0.73      -2.29    -399.62       0.00       0.00       4.68   68193.00
2000 01 01 01 21 00 000       -0.89       0.59      -2.29    -399.62       0.00       0.00       4.72   68193.00
2000 01 01 01 22 00 000       -0.89       0.59      -2.29    -399.61       0.00       0.00       4.72   72907.00
2000 01 01 01 23 00 000       -0.90       0.55      -2.29    -392.07       0.00       0.00       4.72   68193.00
2000 01 01 01 24 00 000       -0.89       0.59      -2.33    -390.97       0.00       0.00       4.77   68193.00
2000 01 01 01 25 00 000       -0.89       0.62      -2.29    -390.97       0.00       0.00       4.72   72907.00
2000 01 01 01 26 00 000       -0.90       0.73      -2.19    -390.97       0.00       0.00       4.72   68193.00
2000 01 01 01 27 00 000       -0.90       0.73      -2.33    -390.97       0.00       0.00       4.72   72907.00
2000 01 01 01 28 00 000       -0.90       0.86      -2.33    -392.46       0.00       0.00       4.68   72907.00
2000 01 01 01 29 00 000       -1.02       0.86      -2.19    -390.27       0.00       0.00       4.67   68423.50
2000 01 01 01 30 00 000       -1.02       0.86      -2.19    -390.26       0.00       0.00       4.52   69929.50
2000 01 01 01 31 00 000       -1.25       0.88      -2.14    -390.26       0.00       0.00       4.52   72907.00
2000 01 01 01 32 00 000       -1.25       0.88      -2.14    -390.26       0.00       0.00       4.52   72310.00
2000 01 01 01 33 00 000       -1.40       1.12      -2.19    -390.96       0.00       0.00       4.67   72907.00
2000 01 01 01 34 00 000       -1.40       1.48      -2.14    -390.26       0.00       0.00       4.52   72310.00
2000 01 01 01 35 00 000       -1.35       1.12      -2.14    -390.26       0.00       0.00       4.52   70298.00
2000 01 01 01 36 00 000       -1.35       1.48      -2.14    -390.26       0.00       0.00       4.52   70298.00
2000 01 01 01 37 00 000       -1.35       1.54      -2.05    -390.26       0.00       0.00       4.52   69929.50
2000 01 01 01 38 00 000       -1.35       1.54      -2.03    -390.26       0.00       0.00       4.52   70298.00
2000 01 01 01 39 00 000       -1.35       1.56      -2.02    -390.96       0.00       0.00       4.52   72310.00
2000 01 01 01 40 00 000       -1.35       1.56      -1.58    -390.96       0.00       0.00       4.27   72310.00
2000 01 01 01 41 00 000       -1.26       1.54      -1.51    -390.96       0.00       0.00       4.38   72310.00
2000 01 01 01 42 00 000       -1.26       1.56      -1.26    -391.36       0.00       0.00       4.38   72158.50
2000 01 01 01 43 00 000       -1.25       2.15      -1.10    -390.96       0.00       0.00       4.52   72158.50
2000 01 01 01 44 00 000       -1.11       2.15      -1.10    -391.36       0.00       0.00       4.63   72158.50
2000 01 01 01 45 00 000       -1.11       2.61      -1.10    -391.96       0.00       0.00       4.74   72310.00
2000 01 01 01 46 00 000       -1.10       2.66      -1.08    -391.36       0.00       0.00       4.63   72310.00
2000 01 01 01 47 00 000       -1.08       2.66      -1.08    -391.96       0.00       0.00       4.74   73359.00
2000 01 01 01 48 00 000       -1.06       2.69      -0.77    -391.96       0.00       0.00       4.63   73150.50
2000 01 01 01 49 00 000       -0.93       2.69      -1.08    -392.56       0.00       0.00       4.74   73150.50
2000 01 01 01 50 00 000       -0.93       2.69      -1.08    -393.91       0.00       0.00       4.78   73150.50
2000 01 01 01 51 00 000       -0.82       2.70      -0.77    -393.91       0.00       0.00       4.74   72158.50
2000 01 01 01 52 00 000       -0.82       2.69      -1.08    -394.80       0.00       0.00       4.74   72158.50
2000 01 01 01 53 00 000       -0.80       2.69      -1.08    -396.00       0.00       0.00       4.74   72158.50
2000 01 01 01 54 00 000       -0.80       2.58      -1.08    -394.80       0.00       0.00       4.62   70687.00
2000 01 01 01 55 00 000       -0.77       1.75      -1.18    -394.80       0.00       0.00       4.62   70034.00
2000 01 01 01 56 00 000       -0.63       1.75      -1.26    -396.00       0.00       0.00       4.62   70034.00
2000 01 01 01 57 00 000       -0.63       1.52      -1.18    -395.05       0.00       0.00       4.49   70034.00
2000 01 01 01 58 00 000       -0.56       1.13      -1.63    -396.00       0.00       0.00       4.43   70034.00
2000 01 01 01 59 00 000       -0.49       1.33      -1.81    -396.00       0.00       0.00       4.43   70034.00
